MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;John Edickson Amaya Rodriguez;ALIANZA POR COLOMBIA;145
ALMEIDA;Partido Centro Democrático;PARTIDO CENTRO DEMOCRÁTICO;93
ALMEIDA;Jose Nicolas Gomez Medina;COALICIÓN CAMBIO RADICAL - ALMA;79
ALMEIDA;Pacto Histórico Senado;PACTO HISTÓRICO SENADO;64
ALMEIDA;Miguel Angel Barreto Castillo;PARTIDO CONSERVADOR COLOMBIANO;58
ALMEIDA;Partido Conservador Colombiano;PARTIDO CONSERVADOR COLOMBIANO;25
ALMEIDA;Alianza Por Colombia;ALIANZA POR COLOMBIA;18
ALMEIDA;Oscar Hernan Sanchez Leon;PARTIDO LIBERAL COLOMBIANO;15
ALMEIDA;Juan Carlos Bocanegra Chacon;ALIANZA POR COLOMBIA;14
ALMEIDA;Juan Carlos Wills Ospina;PARTIDO CONSERVADOR COLOMBIANO;12
ALMEIDA;Coalición Cambio Radical - Alma;COALICIÓN CAMBIO RADICAL - ALMA;8
ALMEIDA;Jaime Enrique Duran Barrera;PARTIDO LIBERAL COLOMBIANO;8
ALMEIDA;Gloria Elsy Diaz Martinez;AHORA COLOMBIA;7
ALMEIDA;Partido De La Unión Por La Gente - Partido De La U;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;6
ALMEIDA;Angelica Lisbeth Lozano Correa;ALIANZA POR COLOMBIA;5
ALMEIDA;Carlos Eduardo Guevara Villabon;AHORA COLOMBIA;5
ALMEIDA;Gersson Vargas Valdeleon;PARTIDO LIBERAL COLOMBIANO;5
ALMEIDA;Arley Fernando Gomez Hernandez;ALIANZA POR COLOMBIA;4
ALMEIDA;German Alcides Blanco Alvarez;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;Jonathan Ferney Pulido Hernandez;ALIANZA POR COLOMBIA;4
ALMEIDA;Lina Maria Garrido Martin;COALICIÓN CAMBIO RADICAL - ALMA;4
ALMEIDA;Oscar Mauricio Giraldo Hernandez;PARTIDO CONSERVADOR COLOMBIANO;4
ALMEIDA;Duvalier Sanchez Arango;ALIANZA POR COLOMBIA;3
ALMEIDA;Enrique Gomez Martinez;MOVIMIENTO SALVACIÓN NACIONAL;3
ALMEIDA;German Andres Rodriguez Prieto;MOVIMIENTO SALVACIÓN NACIONAL;3
ALMEIDA;Horacio Jose Serpa Moncada;PARTIDO LIBERAL COLOMBIANO;3
ALMEIDA;Juan Carlos Garcia Gomez;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;La Lista De Oviedo - Con Toda Por Colombia;LA LISTA DE OVIEDO - CON TODA POR COLOMBIA;3
ALMEIDA;Luis Eduardo Diaz Mateus;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Maria Irma Noreña Arboleda;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;3
ALMEIDA;Ruth Angelica Mena Figueroa;ALIANZA POR COLOMBIA;3
ALMEIDA;Wadith Alberto Manzur Imbett;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Yuly Colmenares Aponte;PARTIDO CONSERVADOR COLOMBIANO;3
ALMEIDA;Armando Antonio Zabarain D Arce;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Carlos Mario Farelo Daza;COALICIÓN CAMBIO RADICAL - ALMA;2
ALMEIDA;Didier Lobo Chinchilla;COALICIÓN CAMBIO RADICAL - ALMA;2
ALMEIDA;Diela Liliana Benavides Solarte;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Juan Carlos Garces Rojas;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;2
ALMEIDA;Juan Carlos Lozada Vargas;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Julio Alberto Elias Vidal;PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U;2
ALMEIDA;Luis Alcibiades Hernandez Castellanos;PARTIDO CONSERVADOR COLOMBIANO;2
ALMEIDA;Luis Carlos Rua Sanchez;ALIANZA POR COLOMBIA;2
ALMEIDA;Luis Eduardo Garzon;ALIANZA POR COLOMBIA;2
ALMEIDA;Partido Liberal Colombiano;PARTIDO LIBERAL COLOMBIANO;2
ALMEIDA;Sara Jimena Castellanos Rodriguez;MOVIMIENTO SALVACIÓN NACIONAL;2
ALMEIDA;Ahora Colombia;AHORA COLOMBIA;1
ALMEIDA;Alejo Vergel Arevalo;FRENTE AMPLIO UNITARIO;1
ALMEIDA;Anny Farley Martinez Ardila;MOVIMIENTO SALVACIÓN NACIONAL;1
