MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
DUITAMA;ALEX FERNANDO BARRIOS ALMANZA;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";861
DUITAMA;ANA LUZ MERY CASTIBLANCO BECERRA;Cambio Radical;41
DUITAMA;ANA MILENA PRIETO AGUILAR;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;163
DUITAMA;ANA ROSA MORA CASTRO;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;344
DUITAMA;BERNABE MARTINEZ ACEVEDO;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;102
DUITAMA;CELIA PEREZ FERNANDEZ;Partido Liberal Colombiano;195
DUITAMA;CLAUDIA ESPERANZA MOGOLLON MARIÑO;Cambio Radical;274
DUITAMA;DIANA MARIA CASTRO SANDOVAL;Alianza Verde;366
DUITAMA;DUVAN MAURICIO MALAVER MEDINA;Partido Liberal Colombiano;78
DUITAMA;EMILCE FERNANDEZ ARAQUE;Cambio Radical;208
DUITAMA;GLORIA GALVIS ORTIZ;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;145
DUITAMA;HEIDI MILENA BARRAGAN ARIZA;Alianza Verde;122
DUITAMA;HUGO ALBERTO URREGO BELLO;Alianza Verde;422
DUITAMA;HUGO ALEJANDRO PINTO DIAZ;Cambio Radical;253
DUITAMA;INGRY YASMIN MARQUEZ MORA;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;267
DUITAMA;JAIRO ALONSO LOPEZ DELGADILLO;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";500
DUITAMA;JAVIER ANDRES CALDERON CAMARGO;Partido Liberal Colombiano;677
DUITAMA;JOSE ANTONIO COLMENARES SALAMANCA;Alianza Verde;200
DUITAMA;JOSE ANTONIO NIÑO CAICEDO;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;340
DUITAMA;JOSE JOAQUIN GOMEZ GONZALEZ;Cambio Radical;290
DUITAMA;JOSE LUIS PINZON CRISTIANO;Alianza Verde;285
DUITAMA;KAMILA ALEJANDRA NOSSA VARGAS;Partido Liberal Colombiano;397
DUITAMA;LEIDY VIVIANA BERNAL;Alianza Verde;259
DUITAMA;LUIS ALBERTO MENDOZA ROJAS;Partido Liberal Colombiano;469
DUITAMA;LUZ ANDREA FERNANDEZ MURILLO;Cambio Radical;80
DUITAMA;MARIA MARLENY ORTIZ;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;613
DUITAMA;MARISOL CACERES SALAZAR;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";549
DUITAMA;MARLON ENRIQUE CASTELLANOS GONZALEZ;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;484
DUITAMA;MARTA CECILIA MESA TORRES;Alianza Verde;352
DUITAMA;MARY CRISTINA SILVA CHAPARRO;Cambio Radical;553
DUITAMA;"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""";243
DUITAMA;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;MOVIMIENTO POLÍTICO COLOMBIA HUMANA;355
DUITAMA;OMAR ORLANDO MARTINEZ GRANADOS;Cambio Radical;637
DUITAMA;PARTIDO ALIANZA VERDE;Alianza Verde;297
DUITAMA;PARTIDO CAMBIO RADICAL;Cambio Radical;518
DUITAMA;PARTIDO LIBERAL COLOMBIANO;Partido Liberal Colombiano;384
DUITAMA;PAULA ANDREA CARDENAS MORALES;Cambio Radical;146
DUITAMA;RODRIGO ESTUPIÑAN HERRERA;Cambio Radical;99
DUITAMA;ROSA MARIA BAEZ;Cambio Radical;357
DUITAMA;SUSANA EMILIA RAMOS GONZALEZ;Cambio Radical;135
DUITAMA;VILMA ROCIO GARCIA MATEUS;Cambio Radical;362
DUITAMA;WILLINGTON BECERRA GALEANO;Cambio Radical;1319
DUITAMA;YAZMIN OCHOA AVENDAÑO;Partido Liberal Colombiano;512
DUITAMA;YOLIMA ARCHILA FONSECA;Alianza Verde;650
DUITAMA;YURGEN DIAZ CELYS;Alianza Verde;453
PAIPA;ALBA ISABEL BENAVIDES SANDOVAL;Centro Democrático;26
PAIPA;ANGELINO DIAZ SANDOVAL;Partido Conservador Colombiano;55
PAIPA;CAMILA ANDREA DIAZ HERNANDEZ;Centro Democrático;48
PAIPA;FERNANDO TAMAYO MATEUS;Partido Conservador Colombiano;44
PAIPA;MAGDALENA PALACIOS LOPEZ;Partido Conservador Colombiano;46
PAIPA;MARIA ELENA DIAZ DIAZ;Partido Conservador Colombiano;97
