MUNNOMBRE;PARNOMBRE;VOTOS
CALDAS;Partido Conservador Colombiano;514
CALDAS;Partido De Integracion Nacional  Pin;2
CALDAS;Partido Liberal Colombiano;338
CALDAS;Partido Social De Unidad Nacional  Partido De La U;19
CAMPOHERMOSO;Alianza Verde;83
CAMPOHERMOSO;Cambio Radical;71
CAMPOHERMOSO;Movimiento MIRA;5
CAMPOHERMOSO;PARTIDO DE INTEGRACION NACIONAL  PIN;2
CAMPOHERMOSO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;399
CAMPOHERMOSO;Partido Conservador Colombiano;465
CAMPOHERMOSO;Partido De Integracion Nacional  Pin;2
CAMPOHERMOSO;Partido Liberal Colombiano;336
CAMPOHERMOSO;Partido Social De Unidad Nacional  Partido De La U;55
CERINZA;Alianza Verde;416
CERINZA;Cambio Radical;86
CERINZA;Movimiento MIRA;6
CERINZA;PARTIDO DE INTEGRACION NACIONAL  PIN;6
CERINZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;616
CERINZA;Partido Conservador Colombiano;701
CERINZA;Partido De Integracion Nacional  Pin;2
CERINZA;Partido Liberal Colombiano;65
CERINZA;Partido Social De Unidad Nacional  Partido De La U;52
CHINAVITA;Alianza Verde;386
CHINAVITA;Cambio Radical;173
CHINAVITA;Movimiento MIRA;9
CHINAVITA;PARTIDO DE INTEGRACION NACIONAL  PIN;2
CHINAVITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;554
CHINAVITA;Partido Conservador Colombiano;487
CHINAVITA;Partido De Integracion Nacional  Pin;5
CHINAVITA;Partido Liberal Colombiano;41
CHINAVITA;Partido Social De Unidad Nacional  Partido De La U;20
CHIQUINQUIRA;Alianza Verde;2431
CHIQUINQUIRA;Cambio Radical;2276
CHIQUINQUIRA;Movimiento MIRA;357
CHIQUINQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;77
CHIQUINQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;3068
CHIQUINQUIRA;Partido Conservador Colombiano;7790
CHIQUINQUIRA;Partido De Integracion Nacional  Pin;38
CHIQUINQUIRA;Partido Liberal Colombiano;2323
CHIQUINQUIRA;Partido Social De Unidad Nacional  Partido De La U;298
CHIQUIZA;Alianza Verde;219
CHIQUIZA;Cambio Radical;97
CHIQUIZA;Movimiento MIRA;11
CHIQUIZA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
CHIQUIZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;243
CHIQUIZA;Partido Conservador Colombiano;252
CHIQUIZA;Partido De Integracion Nacional  Pin;0
CHIQUIZA;Partido Liberal Colombiano;2200
CHIQUIZA;Partido Social De Unidad Nacional  Partido De La U;13
CHISCAS;Alianza Verde;628
CHISCAS;Cambio Radical;218
CHISCAS;Movimiento MIRA;5
CHISCAS;PARTIDO DE INTEGRACION NACIONAL  PIN;5
CHISCAS;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;408
CHISCAS;Partido Conservador Colombiano;64
CHISCAS;Partido De Integracion Nacional  Pin;5
CHISCAS;Partido Liberal Colombiano;595
CHISCAS;Partido Social De Unidad Nacional  Partido De La U;33
CHITA;Alianza Verde;278
CHITA;Cambio Radical;196
CHITA;Movimiento MIRA;9
CHITA;PARTIDO DE INTEGRACION NACIONAL  PIN;10
CHITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;488
CHITA;Partido Conservador Colombiano;1150
CHITA;Partido De Integracion Nacional  Pin;13
CHITA;Partido Liberal Colombiano;717
CHITA;Partido Social De Unidad Nacional  Partido De La U;207
CHITARAQUE;Alianza Verde;82
CHITARAQUE;Cambio Radical;224
CHITARAQUE;Movimiento MIRA;5
CHITARAQUE;PARTIDO DE INTEGRACION NACIONAL  PIN;6
CHITARAQUE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1089
CHITARAQUE;Partido Conservador Colombiano;652
CHITARAQUE;Partido De Integracion Nacional  Pin;3
CHITARAQUE;Partido Liberal Colombiano;412
CHITARAQUE;Partido Social De Unidad Nacional  Partido De La U;264
CHIVATA;Alianza Verde;402
CHIVATA;Cambio Radical;229
CHIVATA;Movimiento MIRA;8
CHIVATA;PARTIDO DE INTEGRACION NACIONAL  PIN;5
CHIVATA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;246
CHIVATA;Partido Conservador Colombiano;466
CHIVATA;Partido De Integracion Nacional  Pin;0
CHIVATA;Partido Liberal Colombiano;170
CHIVATA;Partido Social De Unidad Nacional  Partido De La U;19
CHIVOR;Alianza Verde;395
CHIVOR;Cambio Radical;26
CHIVOR;Movimiento MIRA;1
CHIVOR;PARTIDO DE INTEGRACION NACIONAL  PIN;5
CHIVOR;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;60
CHIVOR;Partido Conservador Colombiano;457
CHIVOR;Partido De Integracion Nacional  Pin;1
CHIVOR;Partido Liberal Colombiano;47
CHIVOR;Partido Social De Unidad Nacional  Partido De La U;19
CIENEGA;Alianza Verde;223
CIENEGA;Cambio Radical;137
CIENEGA;Movimiento MIRA;5
CIENEGA;PARTIDO DE INTEGRACION NACIONAL  PIN;16
CIENEGA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;261
CIENEGA;Partido Conservador Colombiano;1327
CIENEGA;Partido De Integracion Nacional  Pin;3
CIENEGA;Partido Liberal Colombiano;169
CIENEGA;Partido Social De Unidad Nacional  Partido De La U;75
COMBITA;Alianza Verde;1217
COMBITA;Cambio Radical;452
COMBITA;Movimiento MIRA;27
COMBITA;PARTIDO DE INTEGRACION NACIONAL  PIN;16
COMBITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;790
COMBITA;Partido Conservador Colombiano;777
COMBITA;Partido De Integracion Nacional  Pin;8
COMBITA;Partido Liberal Colombiano;1156
COMBITA;Partido Social De Unidad Nacional  Partido De La U;75
COPER;Alianza Verde;485
COPER;Cambio Radical;129
COPER;PARTIDO DE INTEGRACION NACIONAL  PIN;8
COPER;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;372
COPER;Partido Conservador Colombiano;405
COPER;Partido De Integracion Nacional  Pin;1
COPER;Partido Liberal Colombiano;336
COPER;Partido Social De Unidad Nacional  Partido De La U;85
CORRALES;Alianza Verde;140
CORRALES;Cambio Radical;161
CORRALES;Movimiento MIRA;5
CORRALES;PARTIDO DE INTEGRACION NACIONAL  PIN;3
CORRALES;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;82
CORRALES;Partido Conservador Colombiano;940
CORRALES;Partido De Integracion Nacional  Pin;4
CORRALES;Partido Liberal Colombiano;82
CORRALES;Partido Social De Unidad Nacional  Partido De La U;13
COVARACHIA;Alianza Verde;306
COVARACHIA;Cambio Radical;183
COVARACHIA;Movimiento MIRA;3
COVARACHIA;PARTIDO DE INTEGRACION NACIONAL  PIN;26
COVARACHIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;276
COVARACHIA;Partido Conservador Colombiano;296
COVARACHIA;Partido De Integracion Nacional  Pin;9
COVARACHIA;Partido Liberal Colombiano;91
COVARACHIA;Partido Social De Unidad Nacional  Partido De La U;18
CUBARA;Alianza Verde;319
CUBARA;Cambio Radical;139
CUBARA;Movimiento MIRA;6
CUBARA;PARTIDO DE INTEGRACION NACIONAL  PIN;2
CUBARA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;136
CUBARA;Partido Conservador Colombiano;560
CUBARA;Partido De Integracion Nacional  Pin;2
CUBARA;Partido Liberal Colombiano;543
CUBARA;Partido Social De Unidad Nacional  Partido De La U;14
CUCAITA;Alianza Verde;489
CUCAITA;Cambio Radical;194
CUCAITA;Movimiento MIRA;4
CUCAITA;PARTIDO DE INTEGRACION NACIONAL  PIN;13
CUCAITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;515
CUCAITA;Partido Conservador Colombiano;578
CUCAITA;Partido De Integracion Nacional  Pin;22
CUCAITA;Partido Liberal Colombiano;87
CUCAITA;Partido Social De Unidad Nacional  Partido De La U;57
CUITIVA;Alianza Verde;173
CUITIVA;Cambio Radical;217
CUITIVA;Movimiento MIRA;7
CUITIVA;PARTIDO DE INTEGRACION NACIONAL  PIN;2
CUITIVA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;205
CUITIVA;Partido Conservador Colombiano;149
CUITIVA;Partido De Integracion Nacional  Pin;1
CUITIVA;Partido Liberal Colombiano;185
CUITIVA;Partido Social De Unidad Nacional  Partido De La U;47
DUITAMA;Alianza Verde;6741
DUITAMA;Cambio Radical;4579
DUITAMA;Movimiento MIRA;2037
DUITAMA;PARTIDO DE INTEGRACION NACIONAL  PIN;327
DUITAMA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;8828
DUITAMA;Partido Conservador Colombiano;6693
DUITAMA;Partido De Integracion Nacional  Pin;90
DUITAMA;Partido Liberal Colombiano;6500
DUITAMA;Partido Social De Unidad Nacional  Partido De La U;655
EL COCUY;Alianza Verde;71
EL COCUY;Cambio Radical;74
EL COCUY;Movimiento MIRA;6
EL COCUY;PARTIDO DE INTEGRACION NACIONAL  PIN;5
EL COCUY;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;88
EL COCUY;Partido Conservador Colombiano;1096
EL COCUY;Partido De Integracion Nacional  Pin;0
EL COCUY;Partido Liberal Colombiano;749
EL COCUY;Partido Social De Unidad Nacional  Partido De La U;11
EL ESPINO;Alianza Verde;102
EL ESPINO;Cambio Radical;205
EL ESPINO;PARTIDO DE INTEGRACION NACIONAL  PIN;3
EL ESPINO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;374
EL ESPINO;Partido Conservador Colombiano;453
EL ESPINO;Partido De Integracion Nacional  Pin;1
EL ESPINO;Partido Liberal Colombiano;56
EL ESPINO;Partido Social De Unidad Nacional  Partido De La U;38
FIRAVITOBA;Alianza Verde;523
FIRAVITOBA;Cambio Radical;142
FIRAVITOBA;Movimiento MIRA;24
FIRAVITOBA;PARTIDO DE INTEGRACION NACIONAL  PIN;15
FIRAVITOBA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;304
FIRAVITOBA;Partido Conservador Colombiano;1060
FIRAVITOBA;Partido De Integracion Nacional  Pin;2
FIRAVITOBA;Partido Liberal Colombiano;648
FIRAVITOBA;Partido Social De Unidad Nacional  Partido De La U;28
FLORESTA;Alianza Verde;370
FLORESTA;Cambio Radical;195
FLORESTA;Movimiento MIRA;16
FLORESTA;PARTIDO DE INTEGRACION NACIONAL  PIN;7
FLORESTA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;185
FLORESTA;Partido Conservador Colombiano;927
FLORESTA;Partido De Integracion Nacional  Pin;1
FLORESTA;Partido Liberal Colombiano;67
FLORESTA;Partido Social De Unidad Nacional  Partido De La U;12
GACHANTIVA;Alianza Verde;225
GACHANTIVA;Cambio Radical;162
GACHANTIVA;Movimiento MIRA;30
GACHANTIVA;PARTIDO DE INTEGRACION NACIONAL  PIN;7
GACHANTIVA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;327
GACHANTIVA;Partido Conservador Colombiano;555
GACHANTIVA;Partido De Integracion Nacional  Pin;3
GACHANTIVA;Partido Liberal Colombiano;234
GACHANTIVA;Partido Social De Unidad Nacional  Partido De La U;69
GAMEZA;Alianza Verde;182
GAMEZA;Cambio Radical;254
GAMEZA;Movimiento MIRA;10
GAMEZA;PARTIDO DE INTEGRACION NACIONAL  PIN;12
GAMEZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;185
GAMEZA;Partido Conservador Colombiano;1349
GAMEZA;Partido De Integracion Nacional  Pin;7
GAMEZA;Partido Liberal Colombiano;215
GAMEZA;Partido Social De Unidad Nacional  Partido De La U;32
GARAGOA;Alianza Verde;593
GARAGOA;Cambio Radical;675
GARAGOA;Movimiento MIRA;313
GARAGOA;PARTIDO DE INTEGRACION NACIONAL  PIN;44
GARAGOA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;783
GARAGOA;Partido Conservador Colombiano;2275
GARAGOA;Partido De Integracion Nacional  Pin;20
GARAGOA;Partido Liberal Colombiano;891
GARAGOA;Partido Social De Unidad Nacional  Partido De La U;165
GUACAMAYAS;Alianza Verde;70
GUACAMAYAS;Cambio Radical;63
GUACAMAYAS;Movimiento MIRA;7
GUACAMAYAS;PARTIDO DE INTEGRACION NACIONAL  PIN;19
GUACAMAYAS;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;152
GUACAMAYAS;Partido Conservador Colombiano;738
GUACAMAYAS;Partido De Integracion Nacional  Pin;4
GUACAMAYAS;Partido Liberal Colombiano;17
GUACAMAYAS;Partido Social De Unidad Nacional  Partido De La U;21
GUATEQUE;Alianza Verde;576
GUATEQUE;Cambio Radical;479
GUATEQUE;Movimiento MIRA;113
GUATEQUE;PARTIDO DE INTEGRACION NACIONAL  PIN;8
GUATEQUE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;202
GUATEQUE;Partido Conservador Colombiano;517
GUATEQUE;Partido De Integracion Nacional  Pin;4
GUATEQUE;Partido Liberal Colombiano;2379
GUATEQUE;Partido Social De Unidad Nacional  Partido De La U;77
GUAYATA;Alianza Verde;49
GUAYATA;Cambio Radical;143
GUAYATA;Movimiento MIRA;8
GUAYATA;PARTIDO DE INTEGRACION NACIONAL  PIN;16
GUAYATA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;223
GUAYATA;Partido Conservador Colombiano;1369
GUAYATA;Partido De Integracion Nacional  Pin;3
GUAYATA;Partido Liberal Colombiano;390
GUAYATA;Partido Social De Unidad Nacional  Partido De La U;121
GUICAN DE LA SIERRA;Alianza Verde;556
GUICAN DE LA SIERRA;Cambio Radical;133
GUICAN DE LA SIERRA;Movimiento MIRA;11
GUICAN DE LA SIERRA;PARTIDO DE INTEGRACION NACIONAL  PIN;5
GUICAN DE LA SIERRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;243
GUICAN DE LA SIERRA;Partido Conservador Colombiano;596
GUICAN DE LA SIERRA;Partido De Integracion Nacional  Pin;2
GUICAN DE LA SIERRA;Partido Liberal Colombiano;80
GUICAN DE LA SIERRA;Partido Social De Unidad Nacional  Partido De La U;57
IZA;Alianza Verde;408
IZA;Cambio Radical;84
IZA;Movimiento MIRA;5
IZA;PARTIDO DE INTEGRACION NACIONAL  PIN;4
IZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;211
IZA;Partido Conservador Colombiano;175
IZA;Partido De Integracion Nacional  Pin;0
IZA;Partido Liberal Colombiano;164
IZA;Partido Social De Unidad Nacional  Partido De La U;32
JENESANO;Alianza Verde;224
JENESANO;Cambio Radical;705
JENESANO;Movimiento MIRA;31
JENESANO;PARTIDO DE INTEGRACION NACIONAL  PIN;10
JENESANO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;417
JENESANO;Partido Conservador Colombiano;199
JENESANO;Partido De Integracion Nacional  Pin;7
JENESANO;Partido Liberal Colombiano;935
JENESANO;Partido Social De Unidad Nacional  Partido De La U;82
JERICO;Alianza Verde;245
JERICO;Cambio Radical;137
JERICO;Movimiento MIRA;7
JERICO;PARTIDO DE INTEGRACION NACIONAL  PIN;13
JERICO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;584
JERICO;Partido Conservador Colombiano;508
JERICO;Partido De Integracion Nacional  Pin;6
JERICO;Partido Liberal Colombiano;66
JERICO;Partido Social De Unidad Nacional  Partido De La U;28
LA CAPILLA;Alianza Verde;206
LA CAPILLA;Cambio Radical;36
LA CAPILLA;Movimiento MIRA;40
LA CAPILLA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
LA CAPILLA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;496
LA CAPILLA;Partido Conservador Colombiano;720
LA CAPILLA;Partido De Integracion Nacional  Pin;4
LA CAPILLA;Partido Liberal Colombiano;27
LA CAPILLA;Partido Social De Unidad Nacional  Partido De La U;106
LA UVITA;Alianza Verde;380
LA UVITA;Cambio Radical;51
LA UVITA;PARTIDO DE INTEGRACION NACIONAL  PIN;8
LA UVITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;256
LA UVITA;Partido Conservador Colombiano;674
LA UVITA;Partido De Integracion Nacional  Pin;5
LA UVITA;Partido Liberal Colombiano;100
LA UVITA;Partido Social De Unidad Nacional  Partido De La U;51
LA VICTORIA;Alianza Verde;120
LA VICTORIA;Cambio Radical;51
LA VICTORIA;PARTIDO DE INTEGRACION NACIONAL  PIN;1
LA VICTORIA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;230
LA VICTORIA;Partido Conservador Colombiano;42
LA VICTORIA;Partido De Integracion Nacional  Pin;0
LA VICTORIA;Partido Liberal Colombiano;184
LA VICTORIA;Partido Social De Unidad Nacional  Partido De La U;72
LABRANZAGRANDE;Alianza Verde;241
LABRANZAGRANDE;Cambio Radical;133
LABRANZAGRANDE;PARTIDO DE INTEGRACION NACIONAL  PIN;11
LABRANZAGRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;122
LABRANZAGRANDE;Partido Conservador Colombiano;452
LABRANZAGRANDE;Partido De Integracion Nacional  Pin;7
LABRANZAGRANDE;Partido Liberal Colombiano;216
LABRANZAGRANDE;Partido Social De Unidad Nacional  Partido De La U;77
MACANAL;Alianza Verde;135
MACANAL;Cambio Radical;128
MACANAL;Movimiento MIRA;27
MACANAL;PARTIDO DE INTEGRACION NACIONAL  PIN;2
MACANAL;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;590
MACANAL;Partido Conservador Colombiano;845
MACANAL;Partido De Integracion Nacional  Pin;7
MACANAL;Partido Liberal Colombiano;93
MACANAL;Partido Social De Unidad Nacional  Partido De La U;186
MARIPI;Alianza Verde;1684
MARIPI;Cambio Radical;85
MARIPI;Movimiento MIRA;9
MARIPI;PARTIDO DE INTEGRACION NACIONAL  PIN;18
MARIPI;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;114
MARIPI;Partido Conservador Colombiano;1634
MARIPI;Partido De Integracion Nacional  Pin;6
MARIPI;Partido Liberal Colombiano;290
MARIPI;Partido Social De Unidad Nacional  Partido De La U;39
MIRAFLORES;Alianza Verde;210
MIRAFLORES;Cambio Radical;129
MIRAFLORES;Movimiento MIRA;76
MIRAFLORES;PARTIDO DE INTEGRACION NACIONAL  PIN;19
MIRAFLORES;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1110
MIRAFLORES;Partido Conservador Colombiano;142
MIRAFLORES;Partido De Integracion Nacional  Pin;14
MIRAFLORES;Partido Liberal Colombiano;2272
MIRAFLORES;Partido Social De Unidad Nacional  Partido De La U;159
MONGUA;Alianza Verde;431
MONGUA;Cambio Radical;446
MONGUA;Movimiento MIRA;8
MONGUA;PARTIDO DE INTEGRACION NACIONAL  PIN;42
MONGUA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;378
MONGUA;Partido Conservador Colombiano;849
MONGUA;Partido De Integracion Nacional  Pin;11
MONGUA;Partido Liberal Colombiano;116
MONGUA;Partido Social De Unidad Nacional  Partido De La U;99
MONGUI;Alianza Verde;425
MONGUI;Cambio Radical;214
MONGUI;Movimiento MIRA;7
MONGUI;PARTIDO DE INTEGRACION NACIONAL  PIN;8
MONGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;518
MONGUI;Partido Conservador Colombiano;569
MONGUI;Partido De Integracion Nacional  Pin;0
MONGUI;Partido Liberal Colombiano;226
MONGUI;Partido Social De Unidad Nacional  Partido De La U;49
MONIQUIRA;Alianza Verde;552
MONIQUIRA;Cambio Radical;612
MONIQUIRA;Movimiento MIRA;207
MONIQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;136
MONIQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1403
MONIQUIRA;Partido Conservador Colombiano;3517
MONIQUIRA;Partido De Integracion Nacional  Pin;66
MONIQUIRA;Partido Liberal Colombiano;654
MONIQUIRA;Partido Social De Unidad Nacional  Partido De La U;352
MOTAVITA;Alianza Verde;259
MOTAVITA;Cambio Radical;249
MOTAVITA;Movimiento MIRA;18
MOTAVITA;PARTIDO DE INTEGRACION NACIONAL  PIN;63
MOTAVITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;475
MOTAVITA;Partido Conservador Colombiano;239
MOTAVITA;Partido De Integracion Nacional  Pin;44
MOTAVITA;Partido Liberal Colombiano;1545
MOTAVITA;Partido Social De Unidad Nacional  Partido De La U;18
MUZO;Alianza Verde;1160
MUZO;Cambio Radical;385
MUZO;Movimiento MIRA;18
MUZO;PARTIDO DE INTEGRACION NACIONAL  PIN;13
MUZO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;403
MUZO;Partido Conservador Colombiano;1209
MUZO;Partido De Integracion Nacional  Pin;10
MUZO;Partido Liberal Colombiano;146
MUZO;Partido Social De Unidad Nacional  Partido De La U;65
NOBSA;Alianza Verde;1547
NOBSA;Cambio Radical;1351
NOBSA;Movimiento MIRA;127
NOBSA;PARTIDO DE INTEGRACION NACIONAL  PIN;65
NOBSA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1027
NOBSA;Partido Conservador Colombiano;1589
NOBSA;Partido De Integracion Nacional  Pin;20
NOBSA;Partido Liberal Colombiano;685
NOBSA;Partido Social De Unidad Nacional  Partido De La U;77
