MUNNOMBRE;CANNOMBRE;PARNOMBRE;VOTOS
DUITAMA;ALBA LUZ AMEZQUITA INFANTE;PARTIDO CAMBIO RADICAL;89
DUITAMA;ALVARO FABIAN MAYORGA GUERRERO;PARTIDO ALIANZA VERDE;491
DUITAMA;ALVARO RODRIGUEZ PRADA;PARTIDO CAMBIO RADICAL;101
DUITAMA;ANA SOFIA SUAREZ REYES;PARTIDO CAMBIO RADICAL;122
DUITAMA;ANAYANCY NATIVIDAD CAMARGO MANOSALVA;PARTIDO LIBERAL COLOMBIANO;372
DUITAMA;ANDRES FELIPE TAMARA GOMEZ;PARTIDO CENTRO DEMOCRATICO;69
DUITAMA;ANGELA MARIA LOAIZA ESCAMILLA;PARTIDO CAMBIO RADICAL;97
DUITAMA;CAMILO ANDRES VARGAS ESTUPIÑAN;PARTIDO ALIANZA VERDE;397
DUITAMA;CESAR HUMBERTO JAIME DIAZ;PARTIDO ALIANZA VERDE;427
DUITAMA;CRISTIAN CAMILO BARRERA BARBOSA;PARTIDO CAMBIO RADICAL;130
DUITAMA;DEISSY YADIRA OJEDA JAIMES;PARTIDO CAMBIO RADICAL;117
DUITAMA;DIEGO ALEJANDRO SIACHOQUE BARRETO;PARTIDO CAMBIO RADICAL;132
DUITAMA;DORA INES MEDINA ROJAS;PARTIDO CAMBIO RADICAL;296
DUITAMA;EDELMIRA IBAÑEZ PEREZ;PARTIDO CAMBIO RADICAL;63
DUITAMA;EDWIN LEANDRO PITA PEREZ;PARTIDO CAMBIO RADICAL;262
DUITAMA;ENRIQUE DE JESUS MARIA RODRIGUEZ CONTRERAS;PARTIDO CAMBIO RADICAL;272
DUITAMA;FANY ESTER CORTES BAEZ;PARTIDO CAMBIO RADICAL;58
DUITAMA;HEIDI MILENA BARRAGAN ARIZA;PARTIDO ALIANZA VERDE;31
DUITAMA;INELDA DUARTE QUINTERO;PARTIDO CAMBIO RADICAL;94
DUITAMA;JOHN CARLOS BECERRA BECERRA;PARTIDO CENTRO DEMOCRATICO;31
DUITAMA;JORGE ARMANDO CASTRO BOLIVAR;PARTIDO CAMBIO RADICAL;63
DUITAMA;JORGE ENRIQUE NITOLA CHAPARRO;PARTIDO POLO DEMOCRATICO ALTERNATIVO;90
DUITAMA;JOSE HUMBERTO MENDOZA SILVA;PARTIDO CAMBIO RADICAL;155
DUITAMA;JOSE JOAQUIN FRANCO ARANGO;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;464
DUITAMA;JOSE RAMON CARDENAS CARDENAS;PARTIDO CAMBIO RADICAL;377
